customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,Charges.Monthly,Charges.Total,Cuentas_Diarias,PaymentMethod_bank transfer (automatic),PaymentMethod_credit card (automatic),PaymentMethod_electronic check,PaymentMethod_mailed check,ServiciosContratados,Cancelacion
0021ikxgc,0,1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,72.1,72.1,2.4033333333333333,False,False,True,False,2,No Canceló
0022tcjci,1,0,1,0,0,45,1,0,1,1,0,1,0,0,1,1,0,62.7,2791.5,2.0900000000000003,False,True,False,False,4,Canceló
0023hghwl,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,25.1,25.1,0.8366666666666667,False,False,True,False,0,Canceló
0023uyupn,0,1,1,1,0,50,1,1,0,0,0,0,0,0,0,1,0,25.2,1306.3,0.84,False,False,True,False,2,No Canceló
0023xuopt,1,1,0,1,0,13,1,1,2,0,1,1,0,1,0,0,0,94.1,1215.6,3.1366666666666663,False,False,True,False,5,Canceló
0027kwykw,0,1,0,1,1,23,1,1,2,0,0,0,0,1,0,0,1,83.75,1849.95,2.7916666666666665,False,False,True,False,3,No Canceló
0030fnxpp,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,19.85,57.2,0.6616666666666667,False,False,False,True,1,No Canceló
0031pvlzi,1,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,20.35,76.35,0.6783333333333333,False,False,False,True,1,Canceló
0032pgels,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,30.5,30.5,1.0166666666666666,True,False,False,False,1,Canceló
0036ihmot,0,1,0,1,1,55,1,0,2,0,1,1,1,1,1,1,1,103.7,5656.75,3.4566666666666666,True,False,False,False,6,No Canceló
0040halcw,0,0,0,1,1,54,1,0,0,0,0,0,0,0,0,2,0,20.4,1090.6,0.6799999999999999,False,True,False,False,1,No Canceló
0042jvwoj,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,1,1,19.6,471.85,0.6533333333333334,True,False,False,False,1,No Canceló
0042rlhyp,0,1,0,1,1,69,1,0,0,0,0,0,0,0,0,2,0,19.7,1396.9,0.6566666666666666,True,False,False,False,1,No Canceló
0048lumls,0,0,0,1,1,37,1,0,2,0,0,0,0,1,1,1,0,91.2,3247.55,3.04,False,True,False,False,3,No Canceló
0048pihnl,0,1,0,1,0,49,1,0,0,0,0,0,0,0,0,1,0,20.45,900.9,0.6816666666666666,True,False,False,False,1,No Canceló
0052dckon,0,0,0,1,0,66,1,1,2,1,1,1,1,1,1,1,0,115.8,7942.15,3.86,True,False,False,False,8,No Canceló
0052ynyot,0,1,0,0,0,67,1,0,0,0,0,0,0,0,0,1,0,20.55,1343.4,0.685,False,False,True,False,1,No Canceló
0056epfbg,0,0,0,1,1,20,0,0,1,1,0,1,1,0,0,2,1,39.4,825.4,1.3133333333333332,False,True,False,False,3,No Canceló
0057qbuqh,0,1,0,0,1,43,1,1,0,0,0,0,0,0,0,2,1,25.1,1070.15,0.8366666666666667,False,False,True,False,2,No Canceló
0058evzwm,0,1,0,1,0,55,1,1,2,1,0,0,0,1,0,0,1,89.8,4959.6,2.993333333333333,True,False,False,False,4,No Canceló
0060fualy,0,1,0,1,0,59,1,1,2,1,1,0,0,1,0,0,1,94.75,5597.65,3.158333333333333,False,False,True,False,5,No Canceló
0064sudog,0,1,0,1,1,12,1,0,0,0,0,0,0,0,0,2,0,20.3,224.5,0.6766666666666666,True,False,False,False,1,No Canceló
0064yijgf,0,0,0,1,1,27,1,1,2,0,0,0,0,0,0,0,1,75.75,1929.0,2.525,True,False,False,False,2,No Canceló
0067dkwbl,1,0,1,0,0,2,1,0,1,1,0,0,0,0,0,0,1,49.25,91.1,1.6416666666666666,False,False,True,False,2,Canceló
0068figtf,0,1,0,0,0,27,1,0,1,0,1,1,1,1,1,1,0,78.2,2078.95,2.606666666666667,False,False,False,True,6,No Canceló
0071ndafp,0,0,0,1,1,25,1,1,0,0,0,0,0,0,0,2,0,25.5,630.6,0.85,False,True,False,False,2,No Canceló
0074hdkdg,0,0,0,1,1,25,1,0,1,1,1,1,0,0,0,1,1,61.6,1611.0,2.0533333333333332,True,False,False,False,4,No Canceló
0076lveps,0,0,0,0,1,29,0,0,1,1,1,1,1,0,0,0,1,45.0,1242.45,1.5,False,False,False,True,4,No Canceló
0078xzmht,0,0,0,1,0,72,1,1,1,0,1,1,1,1,1,2,1,85.15,6316.2,2.8383333333333334,True,False,False,False,7,No Canceló
0080emyvy,0,1,0,0,0,14,1,0,1,0,1,0,0,0,0,1,0,51.45,727.85,1.715,False,True,False,False,2,No Canceló
0080orozo,0,1,0,0,0,35,1,0,2,0,0,1,1,1,1,1,1,99.25,3532.0,3.308333333333333,False,False,True,False,5,No Canceló
0082ldzue,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,44.3,44.3,1.4766666666666666,False,False,False,True,1,No Canceló
0082oqiqy,0,0,0,0,0,29,1,0,2,0,0,0,1,1,1,0,1,94.2,2607.6,3.14,False,False,True,False,4,No Canceló
0083pivik,0,0,0,0,0,64,1,1,1,1,1,1,1,1,0,1,0,81.25,5567.55,2.7083333333333335,False,False,True,False,7,No Canceló
0089iiqko,0,1,0,1,1,39,1,1,2,0,0,0,1,1,1,0,1,99.95,3767.4,3.3316666666666666,False,True,False,False,5,No Canceló
0093exyql,0,1,1,0,0,40,1,0,2,0,0,0,0,1,1,0,1,91.55,3673.6,3.0516666666666667,False,False,True,False,3,No Canceló
0093xwzfy,1,0,0,0,0,40,1,1,2,0,1,1,0,1,1,0,1,104.5,4036.85,3.4833333333333334,False,True,False,False,6,Canceló
0094oifmo,1,1,1,0,0,11,1,0,2,0,1,0,0,1,1,0,1,95.0,1120.3,3.1666666666666665,False,False,True,False,4,Canceló
0096bxers,0,1,0,1,0,6,1,1,1,0,0,0,0,0,0,0,0,50.35,314.55,1.6783333333333335,False,False,True,False,2,No Canceló
0096fcpuf,0,0,0,0,0,30,1,1,1,1,0,0,0,0,1,0,1,64.5,1888.45,2.15,False,False,False,True,4,No Canceló
0098bowso,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,1,19.4,529.8,0.6466666666666666,False,False,True,False,1,No Canceló
0100duvfc,0,0,1,1,0,70,1,1,2,0,1,1,0,1,1,1,1,104.8,7308.95,3.493333333333333,False,False,True,False,6,No Canceló
0103csitq,0,1,0,1,0,57,1,1,2,0,1,1,1,1,1,1,1,109.4,6252.7,3.646666666666667,True,False,False,False,7,No Canceló
0104ppxdv,0,0,0,1,0,58,1,0,1,0,0,1,0,0,0,1,0,50.3,2878.55,1.6766666666666665,False,True,False,False,2,No Canceló
0106ghrqr,0,0,0,0,0,16,1,1,1,0,1,1,0,0,1,0,1,71.4,1212.1,2.3800000000000003,True,False,False,False,5,No Canceló
0106ugrdo,0,1,0,1,0,69,1,1,2,1,1,1,1,1,1,2,1,116.0,8182.85,3.8666666666666667,False,False,True,False,8,No Canceló
0107weslm,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,19.85,19.85,0.6616666666666667,False,False,True,False,1,Canceló
0107yhina,1,0,0,0,1,1,1,1,2,0,0,1,0,1,1,0,1,99.75,99.75,3.325,False,False,True,False,5,Canceló
0111klbqg,0,0,1,1,1,32,1,0,2,0,1,0,0,1,1,0,1,93.95,2861.45,3.131666666666667,False,False,False,True,4,No Canceló
0112qawrz,0,0,0,1,1,16,1,1,2,0,0,1,0,1,0,0,1,90.8,1442.2,3.0266666666666664,True,False,False,False,4,No Canceló
0112qwpnc,1,0,0,1,0,49,1,1,1,1,0,1,1,1,1,1,0,84.35,4059.35,2.8116666666666665,False,False,True,False,7,Canceló
0114igabw,0,1,0,1,0,71,0,0,1,0,1,1,1,1,1,2,0,58.25,4145.9,1.9416666666666667,True,False,False,False,5,No Canceló
0114pegzz,0,1,0,0,0,33,1,1,2,0,1,1,0,1,1,0,0,107.55,3645.5,3.585,False,False,True,False,6,No Canceló
0114rsrrw,0,1,0,1,0,10,1,0,0,0,0,0,0,0,0,0,1,19.95,187.75,0.6649999999999999,True,False,False,False,1,No Canceló
0115tfert,1,0,0,1,0,21,1,1,2,0,1,1,1,1,1,0,1,111.2,2317.1,3.7066666666666666,False,False,True,False,7,Canceló
0117lfrmw,1,0,0,1,1,37,0,0,1,1,1,1,0,0,0,0,0,40.2,1448.8,1.34,True,False,False,False,3,Canceló
0118jpnoy,0,1,1,0,0,26,1,0,2,1,0,0,0,1,0,0,1,85.8,2193.65,2.86,False,True,False,False,3,No Canceló
0121snyrk,0,0,0,0,0,50,0,0,1,1,0,0,1,0,0,1,1,35.4,1748.9,1.18,False,False,False,True,2,No Canceló
0122oahpz,1,1,0,0,0,7,1,1,2,0,0,0,0,0,0,0,1,73.85,511.25,2.4616666666666664,False,False,True,False,2,Canceló
0123crbrt,0,1,0,1,1,61,1,1,1,1,1,1,1,1,1,2,0,88.1,5526.75,2.9366666666666665,False,False,False,True,8,No Canceló
0125lzqxk,1,0,0,0,0,15,1,0,2,0,0,1,1,1,1,0,1,101.35,1553.95,3.378333333333333,False,False,True,False,5,Canceló
0128mkwsg,0,1,0,0,1,26,0,0,1,1,0,0,1,0,1,0,0,45.8,1147.0,1.5266666666666666,False,False,False,True,3,No Canceló
0129kptwj,0,0,0,1,0,72,1,0,2,0,0,1,0,1,1,0,1,94.65,6747.35,3.1550000000000002,False,False,True,False,4,No Canceló
0129qmpdr,0,0,0,1,1,44,1,0,0,0,0,0,0,0,0,1,1,20.5,865.05,0.6833333333333333,True,False,False,False,1,No Canceló
0130sxoun,0,0,0,0,0,66,1,1,2,0,1,0,0,0,1,0,0,89.4,5976.9,2.98,False,True,False,False,4,No Canceló
0133bmfzo,1,1,0,0,0,2,1,0,2,1,1,0,1,0,0,0,1,86.25,181.65,2.875,False,False,True,False,4,Canceló
0134xwxce,0,1,1,0,0,44,1,0,1,0,0,1,1,1,1,1,0,74.85,3268.05,2.4949999999999997,True,False,False,False,5,No Canceló
0135nmxap,1,1,0,0,0,12,1,1,2,0,1,0,0,1,0,0,1,89.75,1052.4,2.9916666666666667,True,False,False,False,4,Canceló
0136ifmyd,0,0,1,1,0,69,1,1,2,0,1,1,1,1,1,2,1,109.95,7634.25,3.665,False,False,True,False,7,No Canceló
0137ocgab,1,1,0,0,0,1,1,1,2,0,1,0,0,0,0,0,1,80.2,80.2,2.6733333333333333,False,False,False,True,3,Canceló
0137udeuo,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,19.85,63.75,0.6616666666666667,False,False,False,True,1,Canceló
0139ivfjg,0,1,0,1,0,2,1,0,2,1,1,0,0,1,0,0,0,90.35,190.5,3.0116666666666663,False,False,True,False,4,No Canceló
0141yeays,0,1,1,0,0,27,1,1,2,0,1,1,0,0,0,0,1,86.45,2401.05,2.881666666666667,True,False,False,False,4,No Canceló
0142gvysn,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,1,20.3,511.25,0.6766666666666666,False,False,True,False,1,No Canceló
0147eswwr,0,1,1,1,0,39,1,1,2,0,0,0,1,1,1,0,1,101.25,3949.15,3.375,False,False,True,False,5,No Canceló
0148dcdos,1,0,0,0,0,25,1,1,2,0,0,0,0,1,1,0,1,94.7,2362.1,3.1566666666666667,True,False,False,False,4,Canceló
0151ontov,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,70.9,70.9,2.3633333333333337,False,False,False,True,1,Canceló
0156fvpta,1,0,0,1,0,22,1,0,1,1,0,0,1,0,0,0,1,54.2,1152.7,1.8066666666666669,False,False,True,False,3,Canceló
0164apgrb,0,1,0,0,0,72,1,1,2,1,1,1,1,1,1,2,1,114.9,8496.7,3.83,False,False,True,False,8,No Canceló
0164xairp,0,1,0,0,0,24,1,0,0,0,0,0,0,0,0,2,1,19.55,470.2,0.6516666666666667,True,False,False,False,1,No Canceló
0168xzkbb,0,1,0,1,0,19,1,1,2,0,0,0,0,1,0,0,1,86.85,1564.4,2.895,False,False,True,False,3,No Canceló
0174qrvvy,0,0,0,1,1,71,1,1,0,0,0,0,0,0,0,2,0,25.35,1847.55,0.8450000000000001,False,True,False,False,2,No Canceló
0177pxbat,0,0,1,1,0,33,1,1,2,1,0,1,1,1,1,0,1,109.9,3694.7,3.6633333333333336,True,False,False,False,7,No Canceló
0178ciikr,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,19.95,58.0,0.6649999999999999,False,False,False,True,1,No Canceló
0178szbho,0,0,0,1,1,47,1,1,2,0,1,0,0,1,0,0,0,87.2,4017.45,2.9066666666666667,False,False,True,False,4,No Canceló
0181ritdd,0,0,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,108.15,6825.65,3.605,False,False,False,True,7,No Canceló
0186caerr,0,0,0,0,0,71,1,1,2,1,1,1,1,1,1,1,1,116.3,8309.55,3.8766666666666665,True,False,False,False,8,No Canceló
0187qsxoe,0,0,1,1,0,7,1,0,2,0,0,0,0,1,1,0,1,89.0,605.45,2.966666666666667,False,False,True,False,3,No Canceló
0187wznab,0,1,0,1,1,27,1,0,2,1,0,0,0,0,0,0,0,74.4,1972.35,2.48,False,False,False,True,2,No Canceló
0188gwfle,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,20.05,33.7,0.6683333333333333,False,False,False,True,1,No Canceló
0191equuh,0,1,0,0,1,25,0,0,1,1,0,0,1,0,0,2,0,35.05,844.45,1.1683333333333332,True,False,False,False,2,No Canceló
0191zhskz,0,0,1,0,0,30,1,0,1,1,1,0,0,1,1,0,1,74.75,2111.3,2.4916666666666667,False,False,True,False,5,No Canceló
0193eszxp,1,1,1,1,0,58,1,0,2,1,1,0,1,1,1,1,1,105.5,6205.5,3.5166666666666666,False,True,False,False,6,Canceló
0195iescp,1,0,0,1,0,10,1,1,2,0,0,0,0,0,1,0,1,85.25,855.3,2.841666666666667,False,False,True,False,3,Canceló
0196jtuqi,0,1,0,0,0,9,1,1,2,0,0,0,0,0,0,0,1,75.2,633.85,2.506666666666667,False,True,False,False,2,No Canceló
0196vulgz,1,1,1,1,0,6,1,1,2,0,0,0,0,0,1,0,1,84.35,474.9,2.8116666666666665,False,False,True,False,3,Canceló
0197pnknk,0,1,0,1,1,69,1,1,2,1,0,1,0,0,0,1,0,84.45,5848.6,2.815,True,False,False,False,4,No Canceló
0201mibol,0,1,1,0,0,66,1,1,2,1,0,0,0,1,1,2,1,102.4,6471.85,3.4133333333333336,True,False,False,False,5,No Canceló
0201oamxr,1,1,0,0,0,70,1,1,2,1,1,1,1,1,1,1,0,115.55,8127.6,3.8516666666666666,False,True,False,False,8,Canceló
0203hhyij,1,0,0,0,0,25,1,1,0,0,0,0,0,0,0,1,0,25.3,676.35,0.8433333333333334,True,False,False,False,2,Canceló
0206oyvoc,0,1,0,1,1,46,1,0,0,0,0,0,0,0,0,2,1,19.25,864.2,0.6416666666666667,False,False,False,True,1,No Canceló
0206tbwlc,0,1,0,1,0,54,1,1,2,1,1,1,1,1,1,1,1,114.65,6049.5,3.8216666666666668,False,False,False,True,8,No Canceló
0207mdknv,1,1,0,0,0,15,1,0,2,1,0,1,1,1,1,0,0,105.1,1582.75,3.503333333333333,False,False,True,False,6,Canceló
0208bpqej,0,1,0,1,1,12,1,0,0,0,0,0,0,0,0,0,0,19.4,198.1,0.6466666666666666,True,False,False,False,1,No Canceló
0212isbbf,0,1,0,0,0,22,0,0,1,0,1,0,0,1,1,0,1,50.35,1098.85,1.6783333333333335,False,False,True,False,3,No Canceló
0214jhpfw,0,1,0,1,0,70,0,0,1,0,1,1,1,1,1,2,0,57.8,4039.3,1.9266666666666665,True,False,False,False,5,No Canceló
0215bqkgs,0,0,0,0,0,30,1,0,2,1,1,1,0,0,0,0,1,84.3,2438.6,2.81,False,True,False,False,4,No Canceló
0218qnvas,0,0,0,1,1,71,1,1,2,0,1,0,0,1,1,1,0,100.55,7113.75,3.3516666666666666,True,False,False,False,5,No Canceló
0219qaerp,0,0,0,1,0,30,1,0,0,0,0,0,0,0,0,1,0,19.8,576.65,0.66,False,True,False,False,1,No Canceló
0219ytzue,1,0,0,1,1,4,1,1,2,0,1,1,0,0,0,0,1,84.8,371.9,2.8266666666666667,True,False,False,False,4,Canceló
0220ebgce,1,0,0,0,0,2,1,0,2,0,0,1,0,0,1,0,1,85.85,167.3,2.8616666666666664,False,False,True,False,3,Canceló
0221nauxk,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,1,1,19.95,219.5,0.6649999999999999,True,False,False,False,1,No Canceló
0221wmxnq,0,0,1,0,0,4,1,0,2,1,0,0,0,0,0,0,0,75.35,273.4,2.5116666666666663,False,False,True,False,2,No Canceló
0222cnvpt,0,0,1,0,0,52,0,0,1,1,0,0,0,1,1,0,1,48.8,2555.05,1.6266666666666665,False,True,False,False,3,No Canceló
0224hjapt,1,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,47.15,223.15,1.5716666666666665,False,False,True,False,2,Canceló
0224nijlp,0,0,0,1,1,8,1,0,0,0,0,0,0,0,0,2,0,20.15,165.5,0.6716666666666666,False,False,False,True,1,No Canceló
0224rlwwd,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,44.3,89.3,1.4766666666666666,False,False,True,False,1,No Canceló
0225zorzp,0,0,0,0,0,3,1,0,2,0,1,0,0,0,1,0,0,84.3,235.05,2.81,False,False,True,False,3,No Canceló
0228mauwc,0,0,0,0,0,19,1,1,1,0,0,1,1,0,0,0,0,59.55,1144.6,1.9849999999999999,False,False,True,False,4,No Canceló
0229lfjaf,0,0,0,0,0,72,1,1,1,1,1,1,1,0,0,2,0,69.65,4908.25,2.3216666666666668,True,False,False,False,6,No Canceló
0230ubypq,0,0,1,1,0,63,0,0,1,1,0,0,1,0,0,1,0,36.1,2298.9,1.2033333333333334,True,False,False,False,2,No Canceló
0230wequw,0,0,0,1,0,66,0,0,1,1,1,1,1,1,0,2,1,56.6,3789.2,1.8866666666666667,True,False,False,False,5,No Canceló
0231lxvap,1,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,75.9,75.9,2.5300000000000002,False,False,True,False,2,Canceló
0233fthav,0,1,0,0,0,60,1,1,2,0,0,1,0,0,0,1,1,79.2,4765.0,2.64,True,False,False,False,3,No Canceló
0234tevtt,0,1,0,1,1,48,0,0,1,1,0,1,0,0,1,1,0,45.0,2196.3,1.5,False,True,False,False,3,No Canceló
0235kgslc,1,1,0,0,0,1,1,0,2,0,0,1,0,1,0,0,1,85.55,85.55,2.8516666666666666,False,True,False,False,3,Canceló
0236hfwsv,1,0,0,0,0,15,1,1,2,0,0,0,0,1,1,0,1,93.35,1444.65,3.1116666666666664,False,False,True,False,4,Canceló
0237yfutl,0,1,0,1,0,50,1,1,2,1,1,0,1,1,1,0,1,109.65,5405.8,3.6550000000000002,True,False,False,False,7,No Canceló
0238whbiq,0,0,0,1,1,72,1,1,1,1,1,1,1,1,1,2,0,89.7,6339.3,2.99,False,True,False,False,8,No Canceló
0239oxexl,0,1,0,0,0,46,1,1,2,1,1,0,0,0,0,0,0,84.25,3847.6,2.808333333333333,False,False,False,True,4,No Canceló
0244lgnfy,0,1,0,1,1,72,1,1,1,1,1,1,1,1,1,2,0,92.65,6733.0,3.0883333333333334,True,False,False,False,8,No Canceló
0247sluji,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,19.7,19.7,0.6566666666666666,False,False,False,True,1,No Canceló
0248ipdfw,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,50.1,50.1,1.6700000000000002,False,False,True,False,2,No Canceló
0248pghbz,0,1,1,0,0,67,1,0,2,1,1,0,1,1,0,2,1,92.45,6140.85,3.0816666666666666,True,False,False,False,5,No Canceló
0253zteob,0,1,0,1,1,48,1,1,1,0,1,0,1,1,1,2,0,79.65,3870.3,2.6550000000000002,False,False,True,False,6,No Canceló
0254fnmci,0,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,109.9,7624.2,3.6633333333333336,False,False,True,False,7,No Canceló
0254kcjgt,0,0,0,1,0,52,1,1,1,1,1,1,1,0,1,1,1,81.4,4354.45,2.7133333333333334,False,True,False,False,7,No Canceló
0254wwrkd,0,1,0,1,1,67,1,0,1,0,1,0,0,0,0,1,0,50.55,3431.75,1.6849999999999998,False,True,False,False,2,No Canceló
0256lthvj,1,1,0,1,1,28,1,0,2,0,0,0,0,0,1,0,1,81.05,2227.1,2.7016666666666667,False,False,True,False,2,Canceló
0257kxzgu,0,1,0,1,1,32,1,1,1,0,1,1,0,0,0,0,0,62.45,2045.55,2.0816666666666666,True,False,False,False,4,No Canceló
0257zesqc,1,1,1,1,0,27,1,0,2,1,0,0,0,0,0,0,1,75.2,1929.35,2.506666666666667,True,False,False,False,2,Canceló
0258nokbl,0,0,0,0,0,3,1,0,2,0,1,1,0,0,1,0,0,90.4,268.45,3.0133333333333336,False,False,True,False,4,No Canceló
0259gbzsh,1,0,0,0,0,2,1,1,2,0,0,0,0,1,0,0,1,85.65,181.5,2.855,False,False,True,False,3,Canceló
0260zdlgk,1,1,0,0,1,9,1,0,1,0,0,1,1,1,1,0,1,72.9,651.4,2.43,False,False,False,True,5,Canceló
0263fjtqo,0,0,0,1,1,50,1,1,1,1,0,0,1,1,0,2,1,70.5,3486.65,2.35,False,True,False,False,5,No Canceló
0264cnitk,0,1,0,1,1,71,1,0,0,0,0,0,0,0,0,2,0,20.1,1389.6,0.67,True,False,False,False,1,No Canceló
0265edxbd,1,0,1,1,0,32,1,1,2,0,0,0,0,0,0,0,1,74.9,2303.35,2.496666666666667,False,False,True,False,2,Canceló
0265psuae,0,1,0,1,1,16,1,0,2,1,0,1,0,1,1,0,0,100.7,1522.7,3.356666666666667,True,False,False,False,5,No Canceló
0266clzkz,0,1,0,1,1,67,1,1,2,0,0,1,1,1,1,2,1,105.65,6717.9,3.521666666666667,True,False,False,False,6,No Canceló
0266gmeao,0,0,0,1,1,72,1,1,2,1,1,1,1,1,1,2,1,114.3,8058.55,3.81,False,True,False,False,8,No Canceló
0268qkiwo,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,19.75,58.85,0.6583333333333333,False,False,True,False,1,Canceló
0269xfesx,0,0,0,1,1,23,1,1,0,0,0,0,0,0,0,1,0,24.35,538.5,0.8116666666666668,False,False,False,True,2,No Canceló
0270thenm,0,0,0,1,1,72,1,1,1,1,1,1,1,0,0,2,0,69.85,5102.35,2.328333333333333,True,False,False,False,6,No Canceló
0274jkujr,0,0,0,1,1,7,0,0,1,1,1,1,0,1,1,0,0,58.85,465.7,1.9616666666666667,False,False,False,True,5,No Canceló
0277bksqp,0,0,0,1,1,8,1,0,1,0,0,0,0,1,0,0,1,54.4,475.1,1.8133333333333332,False,False,True,False,2,No Canceló
0277orxqs,0,0,0,1,1,66,0,0,1,0,0,0,1,1,1,2,0,50.55,3364.55,1.6849999999999998,True,False,False,False,3,No Canceló
0278yxoog,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,21.05,113.85,0.7016666666666667,False,False,False,True,1,Canceló
0280xjgex,1,0,0,0,0,49,1,1,2,0,1,1,0,1,1,0,1,103.7,5036.3,3.4566666666666666,True,False,False,False,6,Canceló
0281cntzx,0,0,0,1,0,63,1,0,0,0,0,0,0,0,0,2,1,19.95,1234.8,0.6649999999999999,True,False,False,False,1,No Canceló
0282nvsjs,0,1,1,1,1,12,0,0,1,0,0,0,1,0,0,0,1,29.3,355.9,0.9766666666666667,False,False,False,True,1,No Canceló
0285inhln,0,0,0,1,1,27,1,0,1,1,1,0,0,0,0,0,1,54.75,1510.3,1.825,False,True,False,False,3,No Canceló
0289ivarm,0,1,0,0,0,35,1,0,1,1,1,1,0,0,0,0,0,60.55,1982.6,2.018333333333333,False,False,True,False,4,No Canceló
0292wegch,0,1,0,1,1,54,1,1,1,0,1,1,1,1,1,0,1,86.2,4524.05,2.8733333333333335,False,False,True,False,7,No Canceló
0295pphdo,1,0,0,0,0,1,1,1,2,0,0,0,0,1,1,0,1,95.45,95.45,3.1816666666666666,False,False,True,False,4,Canceló
0295qvkpb,0,0,0,0,0,5,1,0,1,0,0,1,1,1,0,0,1,63.95,318.1,2.131666666666667,False,True,False,False,4,No Canceló
0297rbcsg,0,0,0,0,0,19,1,0,1,0,1,0,1,0,1,1,1,65.35,1231.85,2.1783333333333332,True,False,False,False,4,No Canceló
0298xacet,0,0,0,1,1,52,0,0,1,0,1,1,1,1,0,2,0,50.2,2554.0,1.6733333333333333,False,False,False,True,4,No Canceló
0301fidrb,0,1,0,1,1,72,0,0,1,1,1,1,1,1,1,2,1,63.8,4684.3,2.1266666666666665,True,False,False,False,6,No Canceló
